display_first_last,team_name,jersey,position,height,weight,rosterstatus,from_year,to_year
Steve Bracey,Hawks,22,Guard,6-1,175,Inactive,1972,1974
Craig Brackins,76ers,33,Forward,6-10,230,Inactive,2010,2011
Gary Bradds,Bullets,33,Forward,6-8,210,Inactive,1964,1965
Alonzo Bradley,Rockets,22,Forward,6-6,190,Inactive,1977,1979
Avery Bradley,Lakers,20,Guard,6-3,180,Inactive,2010,2021
Bill Bradley,Knicks,24,Forward,6-5,205,Inactive,1967,1976
Charles Bradley,Celtics,30,Guard,6-5,215,Inactive,1981,1983
Dudley Bradley,Pacers,22,Guard,6-6,195,Inactive,1979,1988
Joe Bradley,Stags,,Guard,6-3,175,Inactive,1949,1949
Michael Bradley,Raptors,5,Forward,6-10,245,Inactive,2001,2005
Shawn Bradley,Mavericks,44,Center,7-6,275,Inactive,1993,2004
Tony Bradley,,,Center-Forward,6-11,248,Inactive,2017,2022
Mark Bradtke,76ers,50,Center,6-10,265,Inactive,1996,1996
Marques Bragg,Timberwolves,33,Forward,6-8,230,Inactive,1995,1995
Torraye Braggs,Rockets,32,Forward,6-8,245,Inactive,2003,2004
A.J. Bramlett,,,Center,6-10,227,Inactive,1999,1999
Adrian Branch,Trail Blazers,1,Forward,6-7,185,Inactive,1986,1989
Terrell Brandon,Cavaliers,7,Guard,5-11,173,Inactive,1991,2002
Malaki Branham,Spurs,22,Forward,6-4,180,Active,2022,2023
Bob Brannum,Celtics,18,Forward,6-6,215,Inactive,1949,1954
Jarrell Brantley,,,Forward,6-5,250,Inactive,2019,2022
Jim Brasco,Hawks,15,Guard,6-1,170,Inactive,1952,1952
Mike Bratz,Suns,10,Guard,6-2,185,Inactive,1977,1985
Carl Braun,Knicks,4,Guard,6-5,180,Inactive,1947,1961
Christian Braun,Nuggets,0,Guard,6-6,220,Active,2022,2023
Ignas Brazdeikis,Magic,17,Forward,6-6,221,Inactive,2019,2021
Tim Breaux,,,Forward,6-7,215,Inactive,1994,1997
J.R. Bremer,Celtics,9,Guard,6-2,185,Inactive,2002,2003
Pete Brennan,Knicks,15-16,Forward,6-6,205,Inactive,1958,1958
Randy Breuer,Bucks,45,Center,7-3,230,Inactive,1983,1993
Corey Brewer,Timberwolves,13,Guard-Forward,6-9,188,Inactive,2007,2019
Jamison Brewer,,,Guard,6-4,195,Inactive,2001,2004
Jim Brewer,Cavaliers,8,Forward,6-9,210,Inactive,1973,1981
Ron Brewer,Trail Blazers,10,Guard,6-4,180,Inactive,1978,1985
Ronnie Brewer,Jazz,11,Forward,6-7,235,Inactive,2006,2013
Primoz Brezec,Bobcats,9,Center,7-1,255,Inactive,2001,2009
Frank Brian,Pistons,7,Guard,6-1,180,Inactive,1949,1955
Frank Brickowski,,,Forward,6-9,240,Inactive,1984,1996
Junior Bridgeman,Bucks,2,Forward,6-5,210,Inactive,1975,1986
Mikal Bridges,Nets,1,Guard-Forward,6-6,209,Active,2018,2023
Miles Bridges,Hornets,0,Forward,6-7,225,Active,2018,2023
Al Brightman,Celtics,8-16,Forward,6-2,195,Inactive,1946,1946
Amida Brimah,Pacers,37,Center,6-10,230,Inactive,2020,2020
Audley Brindley,Knicks,12-15,Forward,6-4,175,Inactive,1946,1946
Isaiah Briscoe,,,Guard,6-3,215,Inactive,2018,2018
John Brisker,SuperSonics,40,Forward,6-5,210,Inactive,1972,1974
Oshae Brissett,Pacers,12,Forward-Guard,6-7,210,Active,2019,2023
Allan Bristow,Spurs,23,Forward,6-7,210,Inactive,1973,1982
Tyrone Britt,Rockets,31,Guard,6-4,190,Inactive,1967,1967
Wayman Britt,Pistons,12,Guard,6-2,185,Inactive,1977,1977
Mike Brittain,Spurs,40,Center,7-0,235,Inactive,1985,1986
David Britton,Bullets,33,Guard,6-4,180,Inactive,1980,1980
Jon Brockman,Bucks,40,Forward,6-7,255,Inactive,2009,2011
Ryan Broekhoff,Mavericks,45,Guard-Forward,6-6,215,Inactive,2018,2019
Jim Brogan,Clippers,15,Guard,6-4,185,Inactive,1981,1982
Gary Brokaw,Bucks,7,Guard,6-4,178,Inactive,1974,1977
Price Brookfield,Jets,17,Forward,6-4,185,Inactive,1948,1949
Aaron Brooks,Rockets,30,Guard,6-0,161,Inactive,2007,2017
Armoni Brooks,Raptors,1,Guard,6-3,195,Inactive,2020,2021
Dillon Brooks,Grizzlies,24,Guard-Forward,6-6,225,Active,2017,2023
Kevin Brooks,Nuggets,43,Forward,6-6,200,Inactive,1991,1993
MarShon Brooks,,,Guard,6-5,200,Inactive,2011,2018
Michael Brooks,Clippers,35,Forward,6-7,220,Inactive,1980,1987
Scott Brooks,Rockets,2,Guard,5-11,165,Inactive,1988,1997
Anthony Brown,Lakers,3,Forward-Guard,6-7,224,Inactive,2015,2017
Bobby Brown,,,Guard,6-2,175,Inactive,2008,2017
Bruce Brown,Nuggets,11,Guard-Forward,6-4,202,Active,2018,2023
Darrell Brown,Bullets,,Forward,6-2,175,Inactive,1948,1948
Dee Brown,,,Guard,,,Inactive,1990,2001
Dee Brown,,,Guard,6-0,185,Inactive,2006,2008
Derrick Brown,Bobcats,4,Forward,6-8,233,Inactive,2009,2011
Devin Brown,Hornets,32,Guard,6-5,210,Inactive,2002,2009
Fred Brown,SuperSonics,32,Guard,6-3,182,Inactive,1971,1983
Gabe Brown,,,,,,Inactive,,
George Brown,Lakers,,Forward,6-6,190,Inactive,1957,1957
Gerald Brown,Suns,4,Guard,6-4,210,Inactive,1998,1998
Harold Brown,Falcons,,Guard,6-0,155,Inactive,1946,1946
Jabari Brown,Lakers,15,Guard,6-5,214,Inactive,2014,2014
Jaylen Brown,Celtics,7,Guard-Forward,6-6,223,Active,2016,2023
John Brown,Hawks,32-52,Forward,6-7,220,Inactive,1973,1979
Kendall Brown,Pacers,10,Guard,6-7,205,Active,2022,2023
Kwame Brown,Wizards,54,Center,6-11,290,Inactive,2001,2012
Leon Brown,Rebels,,Forward,6-3,190,Inactive,1946,1946
Lewis Brown,Bullets,4,Center,6-11,225,Inactive,1980,1980
Lorenzo Brown,,,Guard,6-5,189,Inactive,2013,2018
Marcus Brown,,,,,,Inactive,1996,2007
Markel Brown,Nets,26,Guard,6-3,190,Inactive,2014,2017
Mike Brown,Jazz,52,Center-Forward,6-10,260,Inactive,1986,1997
Moses Brown,,,Center,7-2,245,Inactive,2019,2022
Myron Brown,Timberwolves,34,Forward,6-3,180,Inactive,1991,1991
P.J. Brown,Hornets,93,Forward-Center,6-11,239,Inactive,1993,2007
Randy Brown,Bulls,0,Guard,6-2,190,Inactive,1991,2002
Raymond Brown,Jazz,24,Forward,6-8,220,Inactive,1989,1989
Rickey Brown,Warriors,31,Center,6-10,215,Inactive,1980,1984
Shannon Brown,,,Guard,6-3,215,Inactive,2006,2014
Stan Brown,Warriors,14,Forward,6-3,200,Inactive,1947,1951
Sterling Brown,,,Guard-Forward,6-5,219,Inactive,2017,2022
Tierre Brown,,,Guard,6-2,189,Inactive,2001,2004
Greg Brown III,,,Forward,6-7,206,Inactive,2021,2022
Charlie Brown Jr.,76ers,16,Guard,6-6,199,Inactive,2019,2021
Chaundee Brown,Hawks,38,Forward,6-5,215,Inactive,2021,2021
Troy Brown Jr.,Lakers,7,Guard-Forward,6-7,215,Active,2018,2023
Jim Browne,Nuggets,,Center,6-10,235,Inactive,1948,1949
Stanley Brundy,Nets,21,Forward,6-6,210,Inactive,1989,1989
Jalen Brunson,Knicks,11,Guard,6-2,190,Active,2018,2023
Rick Brunson,Trail Blazers,9,Guard,6-4,190,Inactive,1997,2005
Nicolas Brussino,,,Forward,6-8,195,Inactive,2016,2017
Elijah Bryant,Bucks,3,Guard,6-5,210,Inactive,2020,2020
Emmette Bryant,Knicks,7,Guard,6-1,175,Inactive,1964,1971
Joe Bryant,76ers,22,Forward,6-10,185,Inactive,1975,1982
Kobe Bryant,Lakers,24,Forward-Guard,6-6,212,Inactive,1996,2015
Mark Bryant,Trail Blazers,9,Forward,6-9,250,Inactive,1988,2002
Thomas Bryant,Heat,13,Center-Forward,6-10,248,Active,2017,2023
Wallace Bryant,Mavericks,31,Center,7-0,245,Inactive,1983,1985
Torgeir Bryn,Clippers,12,Forward,6-9,250,Inactive,1989,1989
Shaq Buchanan,,,Guard,6-3,190,Inactive,2021,2021
Joe Buckhalter,Royals,21,Forward,6-7,210,Inactive,1961,1962
Steve Bucknall,Lakers,24,Forward,6-6,215,Inactive,1989,1989
Cleveland Buckner,Knicks,12,Forward,6-9,210,Inactive,1961,1962
Greg Buckner,Mavericks,7,Guard,6-4,210,Inactive,1999,2008
Quinn Buckner,Bucks,25,Guard,6-3,190,Inactive,1976,1985
Dave Budd,Knicks,10,Forward,6-6,205,Inactive,1960,1964
Chase Budinger,Rockets,10,Forward,6-7,209,Inactive,2009,2015
Walter Budko,Bullets,19,Forward,6-5,220,Inactive,1948,1951
Jud Buechler,Bulls,30,Guard-Forward,6-6,228,Inactive,1990,2001
Matt Bullard,Rockets,50,Forward,6-10,229,Inactive,1990,2002
Reggie Bullock,Mavericks,25,Guard-Forward,6-6,205,Active,2013,2023
Greg Bunch,Knicks,30,Forward,6-6,190,Inactive,1978,1978
Dick Bunt,Bullets,,Guard,6-0,170,Inactive,1952,1952
Bill Buntin,Pistons,17,Center,6-7,250,Inactive,1965,1965
Luther Burden,Knicks,14,Guard,6-2,185,Inactive,1976,1977
Pat Burke,Suns,11,Center-Forward,6-11,250,Inactive,2002,2006
Trey Burke,Mavericks,3,Guard,6-0,185,Inactive,2013,2021
Roger Burkman,Bulls,21,Guard,6-5,175,Inactive,1981,1981
Alec Burks,Pistons,5,Guard,6-6,214,Active,2011,2023
Antonio Burks,Grizzlies,1,Guard,6-0,195,Inactive,2004,2005
Kevin Burleson,Bobcats,12,Guard,6-3,205,Inactive,2005,2005
Tom Burleson,SuperSonics,16,Center,7-2,225,Inactive,1974,1980
David Burns,Nuggets,5,Guard,6-2,180,Inactive,1981,1981
Evers Burns,Kings,53,Forward,6-8,260,Inactive,1993,1993
Jim Burns,Bulls,6,Guard,6-3,195,Inactive,1967,1967
Scott Burrell,Hornets,2,Guard,6-7,218,Inactive,1993,2000
Art Burris,Hawks,15,Forward,6-5,220,Inactive,1950,1951
Junior Burrough,Celtics,5,Forward,6-8,242,Inactive,1995,1995
Bob Burrow,Royals,50,Center,6-7,228,Inactive,1956,1957
Deonte Burton,,,Guard-Forward,6-4,240,Inactive,2018,2022
Willie Burton,,,Forward,6-8,210,Inactive,1990,1998
Steve Burtt,Warriors,15,Guard,6-2,185,Inactive,1984,1992
Don Buse,Suns,10,Guard,6-4,190,Inactive,1976,1984
Brian Butch,Nuggets,43,Center,6-11,240,Inactive,2009,2009
Donnie Butcher,Pistons,24,Guard,6-2,200,Inactive,1961,1965
Al Butler,Knicks,20,Guard,6-2,175,Inactive,1961,1964
Caron Butler,Wizards,31,Forward,6-7,228,Inactive,2002,2015
Greg Butler,Knicks,45,Center,6-11,240,Inactive,1988,1990
Jackie Butler,Knicks,45,Center,6-10,260,Inactive,2004,2006
Jared Butler,Thunder,14,Guard,6-3,193,Active,2021,2023
Jimmy Butler,Heat,22,Forward,6-7,230,Active,2011,2023
Mitchell Butler,Wizards,32,Guard,6-5,210,Inactive,1993,2003
Rasual Butler,,,Forward,6-7,215,Inactive,2002,2015
Dwight Buycks,Pistons,20,Guard,6-3,190,Inactive,2013,2017
Derrick Byars,Spurs,34,Guard-Forward,6-7,220,Inactive,2011,2011
Andrew Bynum,Lakers,17,Center,7-0,285,Inactive,2005,2013
Will Bynum,Pistons,1,Guard,6-0,185,Inactive,2005,2014
Marty Byrnes,Pacers,11,Forward,6-7,215,Inactive,1978,1982
Tommy Byrnes,Knicks,12,Guard,6-3,175,Inactive,1946,1950
Mike Bytzura,Ironmen,,Forward,6-1,170,Inactive,1946,1946
Zarko Cabarkapa,Warriors,11,Forward-Center,6-11,230,Inactive,2003,2006
Barney Cable,Nationals,35,Forward,6-7,175,Inactive,1958,1963
Bruno Caboclo,,,Forward,6-9,218,Inactive,2014,2020
Devontae Cacok,Spurs,18,Forward,6-7,240,Inactive,2019,2021
Jason Caffey,Bulls,35,Forward,6-8,256,Inactive,1995,2002
Michael Cage,,,Center,6-9,224,Inactive,1984,1999
Jamal Cain,Heat,8,Forward,6-6,191,Active,2022,2023
Gerry Calabrese,Nationals,13,Guard,6-1,175,Inactive,1950,1951
Nick Calathes,Grizzlies,12,Guard,6-6,213,Inactive,2013,2014
Jose Calderon,Raptors,81,Guard,6-3,200,Inactive,2005,2018
Jim Caldwell,Knicks,23,Center,6-10,240,Inactive,1967,1967
Joe Caldwell,Hawks,27,Forward,6-5,195,Inactive,1964,1969
Kentavious Caldwell-Pope,Nuggets,5,Guard,6-5,204,Active,2013,2023
Bill Calhoun,Hawks,3,Forward,6-3,180,Inactive,1948,1954
Corky Calhoun,Suns,10,Forward,6-7,210,Inactive,1972,1979
Demetrius Calip,Lakers,7,Guard,6-1,165,Inactive,1991,1991
Tom Callahan,Steamrollers,,Guard,6-1,180,Inactive,1946,1946
Rick Calloway,Kings,4,Guard,6-6,180,Inactive,1990,1990
Mack Calvin,Nuggets,21,Guard,6-0,165,Inactive,1976,1980
Marcus Camby,Nuggets,23,Center-Forward,6-11,240,Inactive,1996,2012
Facundo Campazzo,,,Guard,5-10,195,Inactive,2020,2022
Elden Campbell,Lakers,41,Center-Forward,7-0,279,Inactive,1990,2004
Tony Campbell,Timberwolves,9,Forward,6-7,215,Inactive,1984,1994
Isaiah Canaan,,,Guard,6-0,200,Inactive,2013,2018
Vlatko Cancar,Nuggets,31,Forward,6-8,236,Active,2019,2023
Devin Cannady,Magic,30,Guard,6-2,183,Inactive,2020,2021
Larry Cannon,76ers,14,Guard,6-4,195,Inactive,1973,1973
Clint Capela,Hawks,15,Center,6-10,256,Active,2014,2023
Derrick Caracter,Lakers,45,Forward,6-9,275,Inactive,2010,2010
Brian Cardinal,Grizzlies,35,Forward,6-8,240,Inactive,2000,2011
Vernon Carey Jr.,Jazz,13,Center,6-10,270,Active,2020,2023
Howie Carl,Packers,10,Guard,5-9,160,Inactive,1961,1961
Chet Carlisle,Stags,,Forward,6-5,195,Inactive,1946,1946
Geno Carlisle,,,Guard,6-3,200,Inactive,2004,2004
Rick Carlisle,Celtics,12,Guard,6-5,210,Inactive,1984,1989
Al Carlson,SuperSonics,35,Center,6-11,235,Inactive,1975,1975
Don Carlson,Lakers,,Guard,6-0,170,Inactive,1946,1950
Bob Carney,Lakers,18,Center,6-3,170,Inactive,1954,1954
Rodney Carney,,,Forward,6-7,205,Inactive,2006,2010
Bob Carpenter,Pistons,10-15,Forward,6-5,200,Inactive,1949,1950
Antoine Carr,,,Forward,6-9,225,Inactive,1984,1999
Austin Carr,Cavaliers,34,Guard,6-4,200,Inactive,1971,1980
Chris Carr,,,Guard,6-6,220,Inactive,1995,2000
Kenny Carr,Trail Blazers,34,Forward,6-7,220,Inactive,1977,1986
M.L. Carr,Celtics,30,Forward,6-6,205,Inactive,1976,1984
DeMarre Carroll,Hawks,9,Forward,6-6,215,Inactive,2009,2019
Jimmy Carruth,,,Forward,6-10,265,Inactive,1996,1996
Butch Carter,Pacers,12,Guard,6-5,180,Inactive,1980,1985
Howard Carter,Nuggets,32,Guard,6-5,215,Inactive,1983,1984
Jake Carter,Nuggets,,Forward,6-4,195,Inactive,1949,1949
Jevon Carter,Bucks,5,Guard,6-1,200,Active,2018,2023
Maurice Carter,Hornets,5,Guard,6-5,210,Inactive,2002,2003
Reggie Carter,Knicks,35,Guard,6-3,175,Inactive,1980,1981
Ron Carter,Lakers,13,Guard,6-5,190,Inactive,1978,1979
Wendell Carter Jr.,Magic,34,Center-Forward,6-10,270,Active,2018,2023
Michael Carter-Williams,Magic,11,Guard,6-5,190,Active,2013,2023
Bill Cartwright,Knicks,24,Center,7-1,245,Inactive,1979,1994
Jay Carty,Lakers,52,Forward,6-7,220,Inactive,1968,1968
Alex Caruso,Bulls,6,Guard,6-5,186,Active,2017,2023
Omri Casspi,,,Forward,6-9,225,Inactive,2009,2018
Harvey Catchings,Bucks,42,Center,6-9,218,Inactive,1974,1984
Terry Catledge,Bullets,33,Forward,6-8,220,Inactive,1985,1992
Sid Catlett,Royals,43,Forward,6-6,230,Inactive,1971,1971
Kelvin Cato,Rockets,26,Center,6-11,275,Inactive,1997,2006
Bobby Cattage,Jazz,45,Forward,6-9,250,Inactive,1981,1985
Willie Cauley-Stein,Rockets,0,Center,7-0,240,Active,2015,2023
Troy Caupain,Magic,3,Guard,6-4,210,Inactive,2018,2018
Duane Causwell,Kings,,Center,7-0,255,Inactive,1990,2002
Tyler Cavanaugh,Hawks,34,Forward,6-9,238,Inactive,2017,2018
Ron Cavenall,Knicks,40,Center,7-1,230,Inactive,1984,1988
Ahmad Caver,,,Guard,6-2,174,Inactive,2021,2021
Al Cervi,Nationals,15,Guard,5-11,170,Inactive,1949,1952
Lionel Chalmers,Clippers,0,Guard,6-0,180,Inactive,2004,2004
Mario Chalmers,Heat,6,Guard,6-2,190,Inactive,2008,2017
Bill Chamberlain,Suns,24,Forward,6-6,188,Inactive,1973,1973
Wilt Chamberlain,Warriors,13,Center,7-1,250,Inactive,1959,1972
Jerry Chambers,Suns,40,Forward,6-5,185,Inactive,1966,1971
Tom Chambers,,24,Forward,6-10,220,Inactive,1981,1997
Julian Champagnie,Spurs,30,Forward,6-7,217,Active,2022,2023
Justin Champagnie,Celtics,99,Guard-Forward,6-6,206,Active,2021,2023
Mike Champion,SuperSonics,41,Forward,6-10,230,Inactive,1988,1988
Kennedy Chandler,,,Guard,5-11,170,Inactive,2022,2022
Tyson Chandler,Knicks,6,Center,7-0,235,Inactive,2001,2019
Wilson Chandler,Nuggets,21,Forward,6-8,235,Inactive,2007,2019
Don Chaney,Celtics,12,Guard,6-5,210,Inactive,1968,1979
John Chaney,Redskins,,Forward,6-3,185,Inactive,1949,1949
Rex Chapman,,,Guard,6-4,185,Inactive,1988,1999
Len Chappell,Knicks,25,Forward,6-8,240,Inactive,1962,1970
Lorenzo Charles,Hawks,43,Forward,6-7,225,Inactive,1985,1985
Joe Chealey,,,Guard,6-4,190,Inactive,2018,2019
Calbert Cheaney,Wizards,40,Guard-Forward,6-7,210,Inactive,1993,2005
Zylan Cheatham,,,Forward,6-5,220,Inactive,2019,2021
Maurice Cheeks,76ers,10,Guard,6-1,180,Inactive,1978,1992
Will Cherry,,,,,,Inactive,2014,2014
Derrick Chievous,Rockets,33,Forward,6-7,195,Inactive,1988,1990
Josh Childress,,,Forward-Guard,6-8,210,Inactive,2004,2013
Randolph Childress,,,Guard,6-2,188,Inactive,1995,1996
Chris Childs,Knicks,,Guard,6-3,195,Inactive,1994,2002
Chris Chiozza,Warriors,2,Guard,5-11,175,Inactive,2018,2021
Leroy Chollet,Nationals,11,Forward,6-2,190,Inactive,1949,1950
Jim Chones,Cavaliers,9,Center,6-11,220,Inactive,1974,1981
Marquese Chriss,Mavericks,35,Forward,6-9,240,Inactive,2016,2021
Fred Christ,Knicks,9,Guard,6-4,210,Inactive,1954,1954
Cal Christensen,Royals,18,Forward,6-5,210,Inactive,1950,1954
Bob Christian,Hawks,31,Center,6-10,255,Inactive,1970,1973
Doug Christie,,,Guard-Forward,6-6,205,Inactive,1992,2006
Dionte Christmas,,,,,,Inactive,2013,2016
Rakeem Christmas,Pacers,25,Forward,6-9,250,Inactive,2015,2016
Semaj Christon,Thunder,6,Guard,6-3,190,Inactive,2016,2016
Josh Christopher,Rockets,9,Guard,6-4,215,Active,2021,2023
Patrick Christopher,,,,,,Inactive,2014,2014
Robert Churchwell,Warriors,21,Forward,6-6,195,Inactive,1995,1995
Archie Clark,76ers,11,Guard,6-2,175,Inactive,1966,1975
Ian Clark,Warriors,2,Guard,6-3,175,Inactive,2013,2018
Keon Clark,Nuggets,13,Center-Forward,6-11,221,Inactive,1998,2003
Brandon Clarke,Grizzlies,15,Forward,6-8,215,Active,2019,2023
Coty Clarke,,,Forward,6-7,225,Inactive,2015,2015
Jordan Clarkson,Jazz,0,Guard,6-5,194,Active,2014,2023
Gian Clavell,,,Guard,6-4,185,Inactive,2017,2017
Charles Claxton,Celtics,51,Center,7-0,265,Inactive,1995,1995
Nic Claxton,Nets,33,Center,6-11,215,Active,2019,2023
Speedy Claxton,Warriors,12,Guard,5-11,170,Inactive,2001,2008
Jim Cleamons,Cavaliers,35,Guard,6-3,185,Inactive,1971,1979
Mateen Cleaves,,,Guard,6-2,210,Inactive,2000,2005
John Clemens,SuperSonics,40,Forward,6-6,210,Inactive,1965,1975
Chris Clemons,Rockets,3,Guard,5-9,180,Inactive,2019,2019
Nat Clifton,Knicks,24,Center,6-6,220,Inactive,1950,1957
Bill Closs,Warriors,14,Forward,6-6,195,Inactive,1949,1951
Keith Closs,Clippers,33,Center,7-3,212,Inactive,1997,2000
Paul Cloyd,Hawks,,Guard,6-2,180,Inactive,1949,1949
Marion Cluggish,Knicks,3,Center,6-10,235,Inactive,1946,1946
Ben Clyde,Celtics,33,Forward,6-7,198,Inactive,1974,1974
Richard Coffey,Timberwolves,33,Guard,6-6,212,Inactive,1990,1990
Fred Cofield,Knicks,11,Guard,6-3,190,Inactive,1985,1986
John Coker,,,,,,Inactive,1995,2000
Norris Cole,Heat,30,Guard,6-2,175,Inactive,2011,2016
Ben Coleman,76ers,51,Forward,6-9,235,Inactive,1986,1993
Derrick Coleman,,,Forward,6-10,270,Inactive,1990,2004
E.C. Coleman,Jazz,12,Forward,6-8,225,Inactive,1973,1978
Jack Coleman,Royals,11,Forward,6-7,195,Inactive,1949,1957
Norris Coleman,Clippers,45,Forward,6-8,210,Inactive,1987,1987
Bimbo Coles,Heat,12,Guard,6-2,182,Inactive,1990,2003
Jason Collier,Hawks,40,Center,7-0,260,Inactive,2000,2004
Art Collins,Hawks,44,Guard,6-4,185,Inactive,1980,1980
Don Collins,Bullets,12,Guard,6-6,190,Inactive,1980,1986
Doug Collins,76ers,20,Guard,6-6,180,Inactive,1973,1980
James Collins,Clippers,32,Guard,6-4,196,Inactive,1997,1997
Jarron Collins,,,Center,6-11,249,Inactive,2001,2010
Jason Collins,Nets,98,Center,7-0,255,Inactive,2001,2013
Jimmy Collins,Bulls,22,Guard,6-2,175,Inactive,1970,1971
John Collins,Hawks,20,Forward-Center,6-9,226,Active,2017,2023
Mardy Collins,Knicks,25,Guard,6-6,220,Inactive,2006,2009
Sherron Collins,,,Guard,5-11,205,Inactive,2010,2010
Zach Collins,Spurs,23,Forward-Center,6-11,250,Active,2017,2023
Kyle Collinsworth,Mavericks,8,Guard,6-6,210,Inactive,2017,2017
Darren Collison,,,Guard,6-0,160,Inactive,2009,2021
Nick Collison,Thunder,4,Forward-Center,6-10,255,Inactive,2003,2017
Joe Colone,Knicks,18,Forward,6-5,210,Inactive,1948,1948
Bonzie Colson,Bucks,50,Forward,6-6,225,Inactive,2018,2018
Sean Colson,Rockets,3,Guard,6-0,175,Inactive,2000,2002
Dallas Comegys,Nets,22,Center,6-9,205,Inactive,1987,1988
Larry Comley,Bullets,52,Guard,6-5,210,Inactive,1963,1963
Gene Conley,Celtics,5,Center,6-8,225,Inactive,1952,1963
Mike Conley,Timberwolves,10,Guard,6-1,175,Active,2007,2023
Ed Conlin,Nationals,7,Forward,6-6,200,Inactive,1955,1961
Marty Conlon,,,Center,6-10,224,Inactive,1991,1999
Pat Connaughton,Bucks,24,Guard,6-5,209,Active,2015,2023
Lester Conner,Warriors,7,Guard,6-4,180,Inactive,1982,1994
Chuck Connors,Celtics,11,Forward,6-5,190,Inactive,1946,1947
Will Conroy,,,Guard,6-2,195,Inactive,2006,2012
Bobby Cook,Redskins,,Guard,5-10,155,Inactive,1949,1949
Daequan Cook,Heat,14,Guard,6-5,210,Inactive,2007,2012
Darwin Cook,Nets,1,Guard,6-3,184,Inactive,1980,1988
Jeff Cook,Suns,45,Forward,6-10,215,Inactive,1979,1987
Norm Cook,Celtics,30-52,Forward,6-8,210,Inactive,1976,1977
Quinn Cook,,,Guard,6-1,180,Inactive,2016,2020
Charles Cooke,Pelicans,4,Guard,6-5,196,Inactive,2017,2017
David Cooke,Kings,14,Forward,6-8,230,Inactive,1985,1985
Joe Cooke,Cavaliers,10,Guard,6-3,175,Inactive,1970,1970
Jack Cooley,Jazz,45,Center-Forward,6-10,274,Inactive,2014,2017
Chuck Cooper,Celtics,6,Forward,6-5,210,Inactive,1950,1955
Duane Cooper,Lakers,10,Guard,6-1,185,Inactive,1992,1993
Joe Cooper,Clippers,53,Center,6-10,230,Inactive,1981,1984
Michael Cooper,Lakers,21,Guard,6-7,170,Inactive,1978,1989
Sharife Cooper,Hawks,2,Guard,6-1,176,Inactive,2021,2021
Wayne Cooper,Nuggets,42,Center,6-10,220,Inactive,1978,1991
Tom Copa,Spurs,30,Forward,6-10,275,Inactive,1991,1991
Chris Copeland,,,Forward,6-9,239,Inactive,2012,2015
Hollis Copeland,Knicks,45,Forward,6-6,180,Inactive,1979,1981
Lanard Copeland,76ers,21,Forward,6-6,190,Inactive,1989,1991
Tyrone Corbin,,,Forward,,,Inactive,1985,2000
Chris Corchiani,Magic,12,Guard,6-0,185,Inactive,1991,1993
Ken Corley,Rebels,,,,,Inactive,1946,1946
Ray Corley,Nationals,4,Guard,6-0,180,Inactive,1949,1952
Dave Corzine,Bulls,42,Center,6-11,250,Inactive,1978,1990
Larry Costello,76ers,21,Guard,6-1,186,Inactive,1954,1967
Matt Costello,Spurs,10,Forward-Center,6-10,240,Inactive,2017,2017
Bryce Cotton,Jazz,8,Guard,6-1,165,Inactive,2014,2015
Jack Cotton,Nuggets,,Forward,6-7,200,Inactive,1949,1949
James Cotton,,,Guard,6-5,220,Inactive,1997,1998
John Coughran,Warriors,41,Forward,6-7,225,Inactive,1979,1979
Mel Counts,Lakers,31,Center,7-0,230,Inactive,1964,1975
Steve Courtin,76ers,5,Guard,6-1,188,Inactive,1964,1964
Joe Courtney,,,Forward,6-8,235,Inactive,1992,1996
Marcus Cousin,Jazz,50,Forward,6-11,255,Inactive,2010,2010
DeMarcus Cousins,Nuggets,4,Center,6-10,270,Inactive,2010,2021
Bob Cousy,Celtics,14,Guard,6-1,175,Inactive,1950,1969
Robert Covington,Clippers,23,Forward,6-7,209,Active,2013,2023
Dave Cowens,Celtics,18,Center,6-9,230,Inactive,1970,1982
John Cox,Bullets,32,Guard,6-2,180,Inactive,1982,1982
Johnny Cox,Zephyrs,25,Guard,6-4,180,Inactive,1962,1962
Wesley Cox,Warriors,41,Forward,6-6,215,Inactive,1977,1978
Allen Crabbe,,,Guard-Forward,6-5,212,Inactive,2013,2019
Torrey Craig,Suns,0,Forward,6-7,221,Active,2017,2023
Freddie Crawford,Lakers,15,Guard,6-4,189,Inactive,1966,1970
Jamal Crawford,Clippers,1,Guard,6-5,200,Inactive,2000,2019
Joe Crawford,Knicks,5,Guard,6-5,210,Inactive,2008,2008
Jordan Crawford,Wizards,27,Guard,6-5,195,Inactive,2010,2017
