display_first_last,team_name,jersey,position,height,weight,rosterstatus,from_year,to_year
Bonzi Wells,Trail Blazers,24,Guard-Forward,6-5,210,Inactive,1998,2007
Owen Wells,Rockets,30,Forward,6-7,200,Inactive,1974,1974
Ralph Wells,Zephyrs,23,Guard,6-1,180,Inactive,1962,1962
Chris Welp,76ers,40,Center,7-0,245,Inactive,1987,1989
Jiri Welsch,Celtics,44,Forward,6-7,208,Inactive,2002,2005
Thomas Welsh,Nuggets,45,Center,7-0,255,Inactive,2018,2018
Bill Wennington,,,Center,7-0,245,Inactive,1985,1999
Matt Wenstrom,Celtics,50,Center,7-1,250,Inactive,1993,1993
Robert Werdann,Nuggets,41,Center,6-11,250,Inactive,1992,1996
Ray Wertis,Rebels,,Guard,5-11,,Inactive,1946,1947
Blake Wesley,Spurs,14,Guard,6-4,185,Active,2022,2023
David Wesley,Hornets,4,Guard,6-1,203,Inactive,1993,2006
Walt Wesley,Royals,21,Center,6-11,220,Inactive,1966,1975
David West,Hornets,3,Forward,6-9,250,Inactive,2003,2017
Delonte West,Celtics,13,Guard,6-3,180,Inactive,2004,2011
Doug West,,,Guard,,,Inactive,1989,2000
Jerry West,Lakers,44,Guard,6-3,175,Inactive,1960,1973
Roland West,Bullets,15,Guard,6-4,178,Inactive,1967,1967
Paul Westphal,Suns,44,Guard,6-4,195,Inactive,1972,1983
Robert Whaley,,,Center,6-10,260,Inactive,2005,2005
DeJuan Wheat,Grizzlies,6,Guard,6-0,165,Inactive,1997,1998
Clinton Wheeler,Pacers,11,Guard,6-1,185,Inactive,1987,1988
Tyson Wheeler,,,Guard,5-10,165,Inactive,1998,1998
Lucian Whitaker,Celtics,5,Guard,6-1,180,Inactive,1954,1954
Coby White,Bulls,0,Guard,6-5,195,Active,2019,2023
DJ White,Bobcats,8,Forward,6-9,250,Inactive,2008,2013
Derrick White,Celtics,9,Guard,6-4,190,Active,2017,2023
Eric White,Clippers,12,Forward,6-8,200,Inactive,1987,1988
Herb White,Hawks,34,Guard,6-2,195,Inactive,1970,1970
Hubie White,Warriors,23,Guard,6-4,205,Inactive,1962,1963
Jack White,Nuggets,10,Forward,6-7,225,Active,2022,2023
Jahidi White,,,Center-Forward,6-9,290,Inactive,1998,2004
James White,Knicks,4,Guard-Forward,6-7,215,Inactive,2006,2012
Jojo White,Celtics,10,Guard,6-3,190,Inactive,1969,1980
Okaro White,,,Forward,6-8,205,Inactive,2016,2018
Randy White,Mavericks,52,Forward,6-8,240,Inactive,1989,1993
Rodney White,Nuggets,3,Forward,6-9,230,Inactive,2001,2004
Rory White,Clippers,22,Forward,6-8,210,Inactive,1982,1986
Royce White,,,Forward,6-8,260,Inactive,2012,2013
Rudy White,Rockets,10,Guard,6-2,195,Inactive,1975,1980
Tony White,Warriors,4,Guard,6-2,170,Inactive,1987,1987
Willie White,Nuggets,10,Guard,6-3,195,Inactive,1984,1985
Andrew White III,Hawks,4,Forward,6-7,210,Inactive,2017,2017
Isaiah Whitehead,Nets,12,Guard,6-4,213,Inactive,2016,2018
Jerome Whitehead,Warriors,6,Center,6-10,220,Inactive,1978,1988
Donald Whiteside,,,Guard,5-10,160,Inactive,1996,1997
Hassan Whiteside,Jazz,21,Center,7-0,265,Inactive,2010,2021
Dwayne Whitfield,Raptors,23,Forward,6-7,240,Inactive,1995,1995
Charles Whitney,Kings,43,Forward,6-5,235,Inactive,1980,1981
Chris Whitney,Wizards,12,Guard,6-0,175,Inactive,1993,2003
Greg Whittington,,,Forward,6-8,210,Inactive,2020,2020
Shayne Whittington,Pacers,42,Forward-Center,6-11,250,Inactive,2014,2015
Murray Wier,Blackhawks,17,Guard,5-9,155,Inactive,1949,1949
Bob Wiesenhahn,Royals,71,Forward,6-4,215,Inactive,1961,1961
Joe Wieskamp,Raptors,11,Guard-Forward,6-6,205,Active,2021,2023
Aaron Wiggins,Thunder,21,Guard,6-5,190,Active,2021,2023
Andrew Wiggins,Warriors,22,Forward,6-7,197,Active,2014,2023
Lindell Wigginton,Bucks,28,Guard,6-1,189,Active,2021,2023
Ken Wilburn,Bulls,9,Forward,6-6,195,Inactive,1967,1968
C.J. Wilcox,Clippers,23,Guard,6-5,195,Inactive,2014,2017
Chris Wilcox,Clippers,44,Forward-Center,6-10,235,Inactive,2002,2012
D.C. Wilcutt,Bombers,,Guard,6-2,165,Inactive,1948,1949
Gene Wiley,Lakers,12,Center,6-10,210,Inactive,1962,1965
Jacob Wiley,,,Forward,6-8,223,Inactive,2017,2017
Michael Wiley,Clippers,21,Forward,6-9,200,Inactive,1980,1981
Morlon Wiley,Mavericks,11,Guard,6-4,185,Inactive,1988,1994
Win Wilfong,Royals,41,Guard,6-2,185,Inactive,1957,1960
Lenny Wilkens,Hawks,19,Guard,6-1,180,Inactive,1960,1974
Bob Wilkerson,Nuggets,33,Guard,6-6,195,Inactive,1976,1982
Jamaal Wilkes,Lakers,52,Forward,6-6,190,Inactive,1974,1985
James Wilkes,Bulls,34,Forward,6-7,195,Inactive,1980,1982
Damien Wilkins,,,Guard-Forward,6-6,217,Inactive,2004,2017
Dominique Wilkins,Hawks,21,Forward,6-8,230,Inactive,1982,1998
Eddielee Wilkins,Knicks,55,Center,6-10,220,Inactive,1984,1992
Gerald Wilkins,,,Guard,6-6,185,Inactive,1985,1998
Jeff Wilkins,Jazz,45,Center,6-10,230,Inactive,1980,1985
Dale Wilkinson,Clippers,38,Forward,6-10,220,Inactive,1984,1984
Mike Wilks,,,Guard,5-10,180,Inactive,2002,2009
Aaron Williams,,,Center-Forward,6-9,235,Inactive,1993,2007
Alan Williams,Suns,15,Forward-Center,6-8,265,Inactive,2015,2018
Alondes Williams,,,Guard,6-4,210,Inactive,2022,2022
Alvin Williams,,,Guard,6-5,195,Inactive,1997,2006
Arthur Williams,Celtics,7,Guard,6-1,180,Inactive,1967,1973
Bernie Williams,Rockets,35,Guard,6-3,175,Inactive,1969,1970
Bob Williams,Lakers,33,Forward,6-6,230,Inactive,1955,1956
Brandon Williams,,,Forward,6-6,215,Inactive,1997,2002
Brandon Williams,Trail Blazers,8,Guard,6-2,190,Inactive,2021,2021
Buck Williams,Nets,52,Forward,6-8,225,Inactive,1981,1997
Chuck Williams,Braves,11,Guard,6-2,175,Inactive,1976,1977
Chuckie Williams,Cavaliers,15,Guard,6-3,180,Inactive,1976,1976
Cliff Williams,Pistons,12,Guard,6-3,180,Inactive,1968,1968
Deron Williams,Jazz,31,Guard,6-3,200,Inactive,2005,2016
Derrick Williams,,,Forward,6-8,240,Inactive,2011,2017
Don Williams,Jazz,20,Guard,6-2,180,Inactive,1979,1979
Earl Williams,Suns,52,Center,6-7,230,Inactive,1974,1978
Elliot Williams,,,Guard,6-5,190,Inactive,2010,2015
Eric Williams,,,Guard-Forward,6-8,220,Inactive,1995,2006
Frank Williams,Knicks,30,Guard,6-3,212,Inactive,2002,2004
Freeman Williams,Clippers,20,Guard,6-4,190,Inactive,1978,1985
Grant Williams,Celtics,12,Forward,6-6,236,Active,2019,2023
Gus Williams,SuperSonics,1,Guard,6-2,175,Inactive,1975,1986
Guy Williams,Bullets,34,Forward,6-9,200,Inactive,1984,1985
Herb Williams,Pacers,32,Center,6-11,260,Inactive,1981,1998
Hot Rod Williams,Cavaliers,18,Center,6-11,245,Inactive,1986,1998
Jalen Williams,Thunder,8,Guard-Forward,6-5,211,Active,2022,2023
Jason Williams,,,Guard,6-1,180,Inactive,1998,2010
Jawad Williams,,,Forward,6-9,225,Inactive,2008,2010
Jay Williams,Bulls,22,Guard,6-2,195,Inactive,2002,2002
Jayson Williams,,,Forward,6-9,240,Inactive,1990,1998
Jerome Williams,Pistons,31,Forward-Center,6-9,206,Inactive,1996,2004
John Williams,Bullets,24,Forward,6-8,235,Inactive,1986,1994
Johnathan Williams,Lakers,19,Forward,6-9,228,Inactive,2018,2019
Kevin Williams,SuperSonics,42,Guard,6-2,175,Inactive,1983,1988
Lorenzo Williams,,,Forward,6-9,200,Inactive,1992,1999
Lou Williams,Hawks,6,Guard,6-2,175,Inactive,2005,2021
Marcus Williams,Nets,5,Guard,6-3,205,Inactive,2006,2009
Marcus Williams,Clippers,2,Guard,6-7,207,Inactive,2007,2008
Mark Williams,Hornets,5,Center,7-0,240,Active,2022,2023
Marvin Williams,Hawks,20,Forward,6-8,237,Inactive,2005,2019
Micheal Williams,,,Guard,6-2,175,Inactive,1988,1998
Mike Williams,Kings,35,Guard,6-8,255,Inactive,1989,1989
Milt Williams,SuperSonics,12,Guard,6-2,182,Inactive,1970,1973
Mo Williams,Bucks,52,Guard,6-1,198,Inactive,2003,2015
Monty Williams,Magic,5,Forward,6-8,225,Inactive,1994,2002
Nate Williams,Kings,33,Guard,6-4,215,Inactive,1971,1978
Patrick Williams,Bulls,44,Forward,6-7,215,Active,2020,2023
Pete Williams,Nuggets,31,Forward,6-7,190,Inactive,1985,1986
Ray Williams,Knicks,13,Guard,6-3,188,Inactive,1977,1986
Reggie Williams,,,,,,Inactive,1987,1996
Reggie Williams,,,Forward,6-6,205,Inactive,2009,2016
Rickey Williams,Jazz,25,Guard,6-1,175,Inactive,1982,1982
Rob Williams,Nuggets,21,Guard,6-2,175,Inactive,1982,1983
Ron Williams,Warriors,15,Guard,6-3,188,Inactive,1968,1975
Sam Williams,Bucks,3,Guard,6-3,180,Inactive,1968,1969
Samuel Williams,Warriors,,Forward,6-8,210,Inactive,1981,1984
Scott Williams,,,Forward-Center,6-10,260,Inactive,1990,2004
Sean Williams,Nets,56,Forward-Center,6-10,235,Inactive,2007,2011
Shawne Williams,Pacers,3,Forward,6-10,230,Inactive,2006,2014
Sly Williams,Knicks,35,Forward,6-7,210,Inactive,1979,1985
Terrence Williams,Nets,55,Guard-Forward,6-6,220,Inactive,2009,2012
Travis Williams,,,Forward,6-6,215,Inactive,1997,1998
Troy Williams,Grizzlies,19,Forward,6-7,218,Inactive,2016,2018
Walt Williams,,,Forward-Guard,6-8,230,Inactive,1992,2002
Ward Williams,Pistons,25,Forward,6-4,195,Inactive,1948,1948
Ziaire Williams,Grizzlies,8,Forward,6-9,185,Active,2021,2023
Robert Williams III,Celtics,44,Center-Forward,6-9,237,Active,2018,2023
Matt Williams Jr.,,,Guard,6-5,210,Inactive,2017,2017
Vince Williams Jr.,Grizzlies,5,Guard,6-4,205,Active,2022,2023
Nigel Williams-Goss,Jazz,0,Guard,6-2,190,Inactive,2019,2019
Corliss Williamson,Kings,34,Forward,6-7,245,Inactive,1995,2006
John Williamson,Nets,23,Guard,6-2,185,Inactive,1976,1980
Zion Williamson,Pelicans,1,Forward,6-6,284,Active,2019,2023
Kevin Willis,Hawks,45,Center-Forward,7-0,245,Inactive,1984,2006
Bill Willoughby,Rockets,34,Forward,6-8,205,Inactive,1975,1983
Dedric Willoughby,,,Guard,6-3,180,Inactive,1999,1999
Bob Wilson,Hawks,12,Guard,6-4,185,Inactive,1951,1951
Bobby Wilson,Bulls,7,Guard,6-2,175,Inactive,1974,1977
D.J. Wilson,,,Forward,6-10,231,Inactive,2017,2021
George Wilson,76ers,33,Center,6-8,225,Inactive,1964,1970
Isaiah Wilson,Pistons,10,Guard,6-2,175,Inactive,1971,1971
Jamil Wilson,,,Forward,6-7,229,Inactive,2017,2017
Mike Wilson,Nets,15,Guard,6-3,175,Inactive,1983,1986
Nikita Wilson,Trail Blazers,41,Forward,6-8,200,Inactive,1987,1987
Othell Wilson,Warriors,2,Guard,6-0,190,Inactive,1984,1986
Rick Wilson,Hawks,42,Guard,6-4,200,Inactive,1978,1979
Ricky Wilson,Spurs,15,Guard,6-3,195,Inactive,1987,1987
Thomas Wilson,Warriors,17,Guard,6-3,175,Inactive,1979,1979
Trevor Wilson,Kings,30,Forward,6-7,210,Inactive,1990,1995
Kennard Winchester,Rockets,20,Forward,6-5,210,Inactive,1990,1992
Tony Windis,Pistons,10,Guard,6-1,160,Inactive,1959,1959
Dylan Windler,Cavaliers,9,Guard-Forward,6-7,196,Active,2019,2023
John Windsor,Warriors,15,Forward,6-8,215,Inactive,1963,1963
Lee Winfield,SuperSonics,3,Guard,6-2,174,Inactive,1969,1975
David Wingate,SuperSonics,25,Guard-Forward,6-5,187,Inactive,1986,2000
Dontonio Wingfield,,,Forward,6-8,256,Inactive,1994,1997
Harthorne Wingo,Knicks,43,Forward,6-6,210,Inactive,1972,1975
Marv Winkler,Bucks,5,Guard,6-1,164,Inactive,1970,1970
Justise Winslow,Trail Blazers,26,Forward-Guard,6-6,222,Active,2015,2023
Rickie Winslow,Bucks,31,Forward,6-8,225,Inactive,1987,1987
Cassius Winston,Wizards,5,Guard,6-1,185,Inactive,2020,2021
Trevor Winter,,,Center,7-0,275,Inactive,1998,1998
Brian Winters,Bucks,32,Guard,6-4,185,Inactive,1974,1982
Voise Winters,76ers,11,Forward,6-8,200,Inactive,1985,1985
Willie Wise,Nuggets,42,Forward,6-6,210,Inactive,1976,1977
James Wiseman,Pistons,13,Center,7-0,240,Active,2020,2023
Jeff Withey,,,Center,7-0,230,Inactive,2013,2017
Luke Witte,Cavaliers,44,Center,7-0,235,Inactive,1973,1975
Randy Wittman,Hawks,14,Guard,6-6,210,Inactive,1983,1991
Garry Witts,Bullets,20,Guard,6-7,190,Inactive,1981,1981
Dave Wohl,Rockets,15,Guard,6-2,185,Inactive,1971,1977
Ruben Wolkowyski,SuperSonics,45,Forward,6-10,275,Inactive,2000,2002
Nate Wolters,,,Guard,6-4,190,Inactive,2013,2017
Al Wood,SuperSonics,4,Guard,6-6,193,Inactive,1981,1986
Bob Wood,Redskins,,Guard,5-10,,Inactive,1949,1949
Christian Wood,Mavericks,35,Forward,6-9,214,Active,2015,2023
David Wood,Warriors,7,Forward,6-9,230,Inactive,1988,1996
Leon Wood,Nets,,Guard,6-3,185,Inactive,1984,1990
Robert Woodard II,Spurs,28,Forward,6-6,235,Inactive,2020,2021
Loren Woods,Timberwolves,33,Center,7-2,260,Inactive,2001,2007
Qyntel Woods,Trail Blazers,6,Forward-Guard,6-8,220,Inactive,2002,2005
Randy Woods,Clippers,10,Guard,5-10,185,Inactive,1992,1995
Mike Woodson,Kings,2,Guard,6-5,195,Inactive,1980,1990
Kenny Wooten,Knicks,45,Forward,6-8,235,Inactive,2019,2019
Haywoode Workman,,,Guard,6-2,180,Inactive,1989,1999
Mark Workman,Warriors,,Center,6-9,215,Inactive,1952,1953
Tom Workman,Bullets,23,Forward,6-7,218,Inactive,1967,1969
Metta World Peace,Lakers,37,Forward,6-7,260,Inactive,1999,2016
Sam Worthen,Bulls,31,Guard,6-5,195,Inactive,1980,1981
James Worthy,Lakers,42,Forward,6-9,225,Inactive,1982,1993
Antoine Wright,,,Forward-Guard,6-7,215,Inactive,2005,2010
Bracey Wright,Timberwolves,6,Guard,6-3,201,Inactive,2005,2006
Brad Wright,Knicks,35,Forward,6-11,225,Inactive,1986,1987
Chris Wright,Warriors,15,Forward,6-9,226,Inactive,2011,2013
Chris Wright,,,Guard,6-1,210,Inactive,2012,2012
Delon Wright,Wizards,55,Guard,6-5,185,Active,2015,2023
Howard Wright,Magic,42,Forward,6-8,220,Inactive,1990,1992
Joby Wright,SuperSonics,14,Forward,6-8,220,Inactive,1972,1972
Julian Wright,Hornets,14,Forward,6-8,225,Inactive,2007,2010
Larry Wright,Bullets,15,Guard,6-1,160,Inactive,1976,1981
Lorenzen Wright,Grizzlies,55,Forward-Center,6-11,255,Inactive,1996,2008
Luther Wright,Jazz,44,Center,7-2,270,Inactive,1993,1993
Moses Wright,Mavericks,5,Forward,6-8,226,Inactive,2021,2021
Sharone Wright,,,Center,6-11,260,Inactive,1994,1997
McKinley Wright IV,Mavericks,23,Guard,5-11,192,Active,2021,2023
Justin Wright-Foreman,Jazz,3,Guard,6-0,190,Inactive,2019,2019
Tony Wroten,76ers,5,Guard,6-6,205,Inactive,2012,2015
A.J. Wynder,Celtics,12,Guard,6-2,180,Inactive,1990,1990
Guerschon Yabusele,Celtics,30,Forward,6-8,260,Inactive,2016,2018
Yao Ming,Rockets,11,Center,7-6,310,Inactive,2002,2010
Vincent Yarbrough,Nuggets,3,Forward,6-7,210,Inactive,2002,2002
George Yardley,Pistons,12,Forward,6-5,190,Inactive,1953,1959
Barry Yates,76ers,35,Forward,6-7,215,Inactive,1971,1971
Wayne Yates,Lakers,55,Center,6-8,235,Inactive,1961,1961
Charlie Yelverton,Trail Blazers,11,Guard,6-2,190,Inactive,1971,1971
Gabe York,Pacers,32,Guard,6-3,190,Active,2021,2023
Danny Young,SuperSonics,20,Guard,6-4,175,Inactive,1984,1994
Joe Young,Pacers,3,Guard,6-2,185,Inactive,2015,2017
Korleone Young,,,Forward,6-7,213,Inactive,1998,1998
Michael Young,Clippers,42,Guard,6-7,220,Inactive,1984,1989
Nick Young,,,Guard-Forward,6-7,210,Inactive,2007,2018
Perry Young,Bulls,2,Guard,6-5,210,Inactive,1986,1986
Sam Young,Grizzlies,4,Forward-Guard,6-6,225,Inactive,2009,2012
Thaddeus Young,Raptors,21,Forward,6-8,235,Active,2007,2023
Trae Young,Hawks,11,Guard,6-1,164,Active,2018,2023
Omer Yurtseven,Heat,77,Center,6-11,275,Active,2020,2023
Max Zaslofsky,Stags,10,Guard,6-2,170,Inactive,1946,1955
Robert Zawoluk,Warriors,15,Forward,6-7,215,Inactive,1952,1954
Cody Zeller,Heat,44,Forward-Center,6-11,240,Active,2013,2023
Gary Zeller,Bullets,11,Guard,6-3,205,Inactive,1970,1971
Hank Zeller,Ironmen,,Center,6-4,210,Inactive,1946,1946
Luke Zeller,,,Forward-Center,6-11,245,Inactive,2012,2012
Tony Zeno,Pacers,44,Forward,6-8,210,Inactive,1979,1979
Phil Zevenbergen,Spurs,41,Forward,6-10,230,Inactive,1987,1987
Wang Zhi-zhi,,,Center,7-1,284,Inactive,2000,2004
George Zidek,,,Center,7-0,250,Inactive,1995,1997
Derrick Zimmerman,,,Guard,6-3,195,Inactive,2005,2005
Stephen Zimmerman,Magic,33,Center,7-0,240,Inactive,2016,2016
Paul Zipser,Bulls,16,Forward,6-8,226,Inactive,2016,2017
Ante Zizic,Cavaliers,41,Center,6-10,266,Inactive,2017,2019
Jim Zoet,Pistons,34,Center,7-1,240,Inactive,1982,1982
Ivica Zubac,Clippers,40,Center,7-0,240,Active,2016,2023
Matt Zunic,Capitols,,Guard,6-3,195,Inactive,1948,1948
Bam Adebayo,Heat,13,Center,6-9,255,Active,2023,2017
Nickeil Alexander-Walker,Timberwolves,9,Guard,6-5,205,Active,2023,2019
Kyle Anderson,Timberwolves,1,Forward,6-9,230,Active,2023,2014
Amari Bailey,Hornets,10,Guard,6-3,185,Active,2023,2018
Mo Bamba,76ers,5,Center,7-0,231,Active,2023,2012
Dominick Barlow,Spurs,26,Forward,6-9,215,Active,2023,2022
Harrison Barnes,Kings,40,Forward,6-8,225,Active,2023,2012
Emoni Bates,Cavaliers,21,Forward,6-8,170,Active,2023,2023
Jules Bernard,Wizards,14,Guard,6-6,210,Active,2023,2024
Patrick Beverley,Bucks,21,Guard,6-2,180,Active,2023,2009
Onuralp Bitim,Bulls,17,Forward,6-6,215,Active,2023,2023
Anthony Black,Magic,0,Guard,6-7,200,Active,2023,2023
Leaky Black,Hornets,12,Forward,6-6,209,Active,2023,2023
Buddy Boeheim,Pistons,27,Forward,6-5,205,Active,2023,2022
Bol Bol,Suns,11,Center,7-3,220,Active,2023,2019
Marques Bolden,Hornets,12,Center,6-10,249,Active,2023,2019
Devin Booker,Suns,1,Guard,6-6,206,Active,2023,2017
Chris Boucher,Raptors,25,Forward,6-9,200,Active,2023,2017
Jamaree Bouyea,Spurs,21,Guard,6-2,180,Active,2023,2022
Christian Braun,Nuggets,0,Guard,6-6,220,Active,2023,2022
Dillon Brooks,Rockets,9,Guard,6-6,225,Active,2023,2017
Bruce Brown,Raptors,11,Guard,6-4,202,Active,2023,2018
Jaylen Brown,Celtics,7,Guard,6-6,223,Active,2023,2016
Kobe Brown,Clippers,21,Forward,6-7,250,Active,2023,2023
Moses Brown,Trail Blazers,10,Center,7-2,258,Active,2023,2019
Greg Brown III,Mavericks,36,Forward,6-7,206,Active,2023,2021
Charlie Brown Jr.,Knicks,4,Guard,6-6,199,Active,2023,2019
Troy Brown Jr.,Pistons,7,Guard,6-7,215,Active,2023,2018
Jalen Brunson,Knicks,11,Guard,6-2,190,Active,2023,2018
Kobe Bufkin,Hawks,4,Guard,6-5,195,Active,2023,2023
Reggie Bullock Jr.,Rockets,25,Guard,6-6,205,Active,2023,2013
Jared Butler,Wizards,4,Guard,6-3,193,Active,2023,2021
Toumani Camara,Trail Blazers,33,Forward,6-7,226,Active,2023,2023
Colin Castleton,Lakers,14,Center,6-10,250,Active,2023,2023
Max Christie,Lakers,10,Guard,6-5,190,Active,2023,2022
Sidy Cissoko,Spurs,25,Guard,06-06,200,Active,2023,2023
Jaylen Clark,Timberwolves,0,Guard,6-4,205,Active,2023,2023
Jordan Clarkson,Jazz,0,Guard,6-3,194,Active,2023,2014
Noah Clowney,Nets,21,Forward,6-9,210,Active,2023,2023
Bilal Coulibaly,Wizards,0,Guard,6-8,195,Active,2023,2023
Ricky Council IV,76ers,16,Guard,6-6,207,Active,2023,2023
Seth Curry,Hornets,30,Guard,6-1,185,Active,2023,2013
Dyson Daniels,Pelicans,11,Guard,6-7,199,Active,2023,2022
Johnny Davis,Wizards,1,Guard,6-4,195,Active,2023,2022
DeMar DeRozan,Bulls,11,Guard,6-6,220,Active,2023,2009
Moussa Diabate,Clippers,25,Forward,6-9,210,Active,2023,2022
Grady Dick,Raptors,1,Guard,6-6,200,Active,2023,2023
Luguentz Dort,Thunder,5,Guard,6-4,220,Active,2023,2019
Ayo Dosunmu,Bulls,12,Guard,6-5,200,Active,2023,2021
David Duke Jr.,Spurs,28,Guard,6-4,204,Active,2023,2021
Tosan Evbuomwan,Pistons,18,Forward,6-7,217,Active,2023,2023
Dante Exum,Mavericks,0,Guard,6-5,214,Active,2023,2014
Adam Flagler,Thunder,14,Guard,6-3,180,Active,2023,2023
Jordan Ford,Clippers,31,Guard,6-1,175,Active,2023,2023
Javon Freeman-Liberty,Raptors,0,Guard,6-3,190,Active,2023,2023
Alex Fudge,Mavericks,17,Forward,6-8,200,Active,2023,2023
Andrew Funk,Bulls,30,Guard,6-5,200,Active,2023,2023
Darius Garland,Cavaliers,10,Guard,6-1,192,Active,2023,2019
Usman Garuba,Warriors,12,Forward,6-8,229,Active,2023,2018
Keyonte George,Jazz,3,Guard,6-4,185,Active,2023,2023
Harry Giles III,Lakers,20,Forward,6-10,240,Active,2023,2017
Shai Gilgeous-Alexander,Thunder,2,Guard,6-6,195,Active,2023,2018
Aaron Gordon,Nuggets,50,Forward,6-8,235,Active,2023,2014
Eric Gordon,Suns,23,Guard,6-3,215,Active,2023,2008
Devonte Graham,Spurs,4,Guard,6-1,195,Active,2023,2018
Jerami Grant,Trail Blazers,9,Forward,6-7,210,Active,2023,2014
RaiQuan Gray,Spurs,0,Forward,6-7,269,Active,2023,2022
AJ Green,Bucks,20,Guard,6-4,190,Active,2023,2022
Mouhamadou Gueye,Raptors,16,Forward,6-9,210,Active,2023,2023
Mouhamed Gueye,Hawks,18,Forward,6-10,210,Active,2023,2023
Ashton Hagans,Trail Blazers,22,Guard,6-3,190,Active,2023,2020
Tobias Harris,76ers,12,Forward,6-8,226,Active,2023,2011
Sam Hauser,Celtics,30,Forward,6-7,217,Active,2023,2021
Jordan Hawkins,Pelicans,24,Guard,6-5,190,Active,2023,2023
Jaxson Hayes,Lakers,11,Center,7-0,220,Active,2023,2019
Gordon Hayward,Thunder,33,Forward,6-7,225,Active,2023,2010
Scoot Henderson,Trail Blazers,0,Guard,6-3,202,Active,2023,2023
Taylor Hendricks,Jazz,0,Forward,6-9,215,Active,2023,2023
Tyler Herro,Heat,14,Guard,6-5,195,Active,2023,2019
Buddy Hield,76ers,17,Guard,6-4,220,Active,2023,2016
Malcolm Hill,Pelicans,33,Forward,6-6,220,Active,2023,2021
Nate Hinton,Rockets,14,Guard,6-5,210,Active,2023,2020
Aaron Holiday,Rockets,0,Guard,6-0,185,Active,2023,2018
Jrue Holiday,Celtics,4,Guard,6-4,205,Active,2023,2009
Jalen Hood-Schifino,Lakers,0,Guard,6-5,215,Active,2023,2023
Al Horford,Celtics,42,Center,6-9,240,Active,2023,2007
Talen Horton-Tucker,Jazz,5,Guard,6-4,234,Active,2023,2019
Caleb Houstan,Magic,2,Guard,6-8,205,Active,2023,2022
Jett Howard,Magic,13,Guard,6-6,215,Active,2023,2023
Kevin Huerter,Kings,9,Guard,6-7,198,Active,2023,2018
Jay Huff,Nuggets,30,Center,7-1,240,Active,2023,2021
GG Jackson,Grizzlies,45,Forward,6-9,210,Active,2023,2023
Isaiah Jackson,Pacers,22,Forward,6-9,205,Active,2023,2022
Reggie Jackson,Nuggets,7,Guard,6-2,208,Active,2023,2011
Andre Jackson Jr.,Bucks,44,Guard,6-6,209,Active,2023,2023
Trayce Jackson-Davis,Warriors,32,Forward,6-9,245,Active,2023,2023
LeBron James,Lakers,23,Forward,6-9,250,Active,2023,2003
Jaime Jaquez Jr.,Heat,11,Guard,6-6,225,Active,2023,2023
DaQuan Jeffries,Knicks,8,Guard,6-5,222,Active,2023,2019
Trey Jemison,Grizzlies,55,Center,6-10,260,Active,2023,2023
Isaiah Joe,Thunder,11,Guard,6-3,165,Active,2023,2020
Jalen Johnson,Hawks,1,Forward,6-8,210,Active,2023,2021
James Johnson,Pacers,16,Forward,6-7,240,Active,2023,2009
Keyontae Johnson,Thunder,18,Forward,6-4,230,Active,2023,2023
Colby Jones,Kings,20,Guard,6-6,207,Active,2023,2023
Mason Jones,Kings,22,Guard,6-4,200,Active,2023,2020
Tre Jones,Spurs,33,Guard,6-1,185,Active,2023,2020
Tyus Jones,Wizards,5,Guard,6-1,196,Active,2023,2015
DeAndre Jordan,Nuggets,6,Center,6-11,265,Active,2023,2008
Nikola Jovic,Heat,5,Forward,6-10,205,Active,2023,2022
Braxton Key,Nuggets,11,Forward,6-8,225,Active,2023,2021
Maxi Kleber,Mavericks,42,Forward,6-10,240,Active,2023,2017
Jonathan Kuminga,Warriors,0,Forward,6-7,225,Active,2023,2021
Kyle Kuzma,Wizards,33,Forward,6-9,221,Active,2023,2017
Zach LaVine,Bulls,8,Guard,6-5,200,Active,2023,2014
Caris LeVert,Cavaliers,3,Guard,6-6,205,Active,2023,2016
Saben Lee,Suns,38,Guard,6-2,183,Active,2023,2020
Kawhi Leonard,Clippers,2,Forward,6-7,225,Active,2023,2011
Maxwell Lewis,Lakers,21,Forward,6-7,195,Active,2023,2023
Dereck Lively II,Mavericks,2,Center,7-1,230,Active,2023,2023
Chris Livingston,Bucks,7,Forward,6-6,220,Active,2023,2023
